trial_id,recorded_at,record_status,invalidated_at,invalidation_reason,layout_index,repeat_index,order_in_block,indices_match_recommendation,method_id,method_label,robot_proximity_weight,blind_to_operator,score,score_meaning,note,outcome,no_feasible_plan,dry_run,tool_pulse_bypassed,plan_id,target_index,target_label,target_center_x,target_center_y,target_center_z,target_radius_m,selected_outward_x,selected_outward_y,selected_outward_z,selected_insertion_x,selected_insertion_y,selected_insertion_z,entry_pose_x,entry_pose_y,entry_pose_z,entry_pose_qx,entry_pose_qy,entry_pose_qz,entry_pose_qw,leg_entry_s,leg_insert_s,leg_retreat_s,leg_return_s,retimed_entry_eta_s,measured_execution_wall_clock_s,total_execution_cycle_s,execution_attempt_count,execution_replayed,joint_delta_l2_rad,joint_delta_inf_rad,joint_delta_weighted,light_transmission,local_light,utility,patch_utility,unknown_fraction,observed_fraction,soft_clearance_m,entry_distance_m,distance_score_exp_neg_d,reconstruction_view_count,reconstruction_complete,occupied_voxel_count,semantic_voxel_count,target_voxel_count,scene_id,group_number,moveit_message,result_json_path,batch_archive_path
L02R2O2-20260812-115143,2026-08-12T11:52:11.452,superseded,2026-08-12T12:14:52.781,操作者要求覆盖共享地图区块并从 0/3 重采,2,2,2,true,M1,geometric_centre,0.0,true,2,clean_hit,,executed,false,false,true,approach-1786535473800-0012,-1.0,reconstructed_citrus_1,-0.47821,0.142773,0.658517,0.027283,0.091617,-0.961579,0.258789,-0.091617,0.961579,-0.258789,-0.443645,-0.220015,0.756154,-0.487386,-0.625979,-0.442708,0.41787,5.0597,1.700312,1.659848,4.799354,2.304554,13.219305,14.261377,1,false,5.616941,3.61815,2.103436,0.571429,0.495798,0.229806,0.352686,0.314286,0.685714,0.002416,0.659859,0.516924,10.0,true,35839.0,36891.0,352.0,probe_L02R2,29,已复用 approach-1786535473800-0012 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-115159-113879_approach-1786535473800-0012_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-115044_g0029.zip
L02R2O3-20260812-115218,2026-08-12T11:52:36.591,superseded,2026-08-12T12:14:52.781,操作者要求覆盖共享地图区块并从 0/3 重采,2,2,3,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786535482351-0013,-1.0,reconstructed_citrus_1,-0.47821,0.142773,0.658517,0.027283,0.359567,-0.864755,0.350586,-0.359567,0.864755,-0.350586,-0.342552,-0.183485,0.790787,-0.411406,-0.711364,-0.345944,0.452802,4.939074,2.020749,1.459095,4.756903,2.301355,13.175898,14.278654,1,false,5.20636,3.613128,1.905836,0.285714,0.261905,0.165342,0.352686,0.257143,0.742857,-0.007446,0.559247,0.571639,10.0,true,35839.0,36891.0,352.0,probe_L02R2,29,已复用 approach-1786535482351-0013 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-115234-102190_approach-1786535482351-0013_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-115044_g0029.zip
L03R1O1-20260812-115436,2026-08-12T11:56:43.072,active,,,3,1,1,true,M3,straight_line,,true,0,miss,,executed,false,false,true,approach-1786535735621-0014,-1.0,reconstructed_citrus_1,-0.396237,0.238793,0.502245,0.031464,0.904638,-0.322751,0.27832,-0.904638,0.322751,-0.27832,-0.05115,0.115675,0.608414,-0.161975,-0.782895,-0.08304,0.594932,1.655515,2.499847,2.396362,1.360142,0.423933,7.911963,8.804305,1,false,1.0138,0.618475,0.349283,0.142857,0.159664,0.099431,,0.628571,0.371429,-0.004951,0.221722,0.801138,10.0,true,39964.0,40857.0,241.0,probe_L03R1,30,已复用 approach-1786535735621-0014 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-115639-814466_approach-1786535735621-0014_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-115520_g0030.zip
L03R1O2-20260812-115645,2026-08-12T11:57:05.186,active,,,3,1,2,true,M1,geometric_centre,0.0,true,0,miss,,executed,false,false,true,approach-1786535744886-0016,-1.0,reconstructed_citrus_1,-0.396237,0.238793,0.502245,0.031464,-0.006325,-0.8807,0.473633,0.006325,0.8807,-0.473633,-0.398649,-0.097163,0.682919,-0.499956,-0.697754,-0.41915,0.295798,2.599361,1.359395,1.457219,2.599636,1.020813,8.015752,8.86178,1,false,2.327466,1.602676,0.883091,0.428571,0.412698,0.255034,0.375461,0.457143,0.542857,0.003811,0.570222,0.5654,10.0,true,39964.0,40857.0,241.0,probe_L03R1,30,已复用 approach-1786535744886-0016 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-115656-241723_approach-1786535744886-0016_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-115520_g0030.zip
L03R1O3-20260812-115706,2026-08-12T11:57:19.697,active,,,3,1,3,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786535754662-0017,-1.0,reconstructed_citrus_1,-0.396237,0.238793,0.502245,0.031464,0.531184,-0.759266,0.375977,-0.531184,0.759266,-0.375977,-0.193609,-0.05084,0.645666,-0.352548,-0.750798,-0.278193,0.484376,2.354835,1.899507,2.042798,2.113792,0.722977,8.411028,9.307288,1,false,2.051016,1.119373,0.76823,0.285714,0.252101,0.197506,0.375461,0.314286,0.685714,-0.008798,0.36261,0.695857,10.0,true,39964.0,40857.0,241.0,probe_L03R1,30,已复用 approach-1786535754662-0017 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-115718-214410_approach-1786535754662-0017_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-115520_g0030.zip
L03R2O1-20260812-115843,2026-08-12T12:00:22.404,active,,,3,2,1,true,M2,task_conditioned,0.6,true,0,miss,,executed,false,false,true,approach-1786535982522-0018,-1.0,reconstructed_citrus_1,-0.400775,0.235141,0.493423,0.03189,0.113803,-0.894366,0.432617,-0.113803,0.894366,-0.432617,-0.357314,-0.106409,0.658635,-0.474248,-0.700998,-0.399952,0.351752,3.754762,1.599255,1.436936,3.420306,1.604947,10.211347,11.187578,1,false,3.033554,2.519767,0.888368,0.571429,0.293651,0.203123,0.365615,0.342857,0.657143,0.003399,0.533889,0.58632,10.0,true,40132.0,40973.0,213.0,probe_L03R2,32,已复用 approach-1786535982522-0018 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-120020-213904_approach-1786535982522-0018_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-115926_g0032.zip
L03R2O2-20260812-120024,2026-08-12T12:00:37.621,active,,,3,2,2,true,M3,straight_line,,true,0,miss,,executed,false,false,true,approach-1786535992402-0019,-1.0,reconstructed_citrus_1,-0.400775,0.235141,0.493423,0.03189,0.904638,-0.322751,0.27832,-0.904638,0.322751,-0.27832,-0.055302,0.111885,0.59971,-0.161921,-0.782906,-0.083081,0.594926,1.459018,2.501003,2.654206,1.416073,0.420757,8.030392,8.874858,1,false,1.025363,0.612295,0.355696,0.285714,0.084034,0.073246,,0.6,0.4,-0.006278,0.227543,0.796488,10.0,true,40132.0,40973.0,213.0,probe_L03R2,32,已复用 approach-1786535992402-0019 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-120034-156679_approach-1786535992402-0019_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-115926_g0032.zip
L03R2O3-20260812-120039,2026-08-12T12:00:56.306,active,,,3,2,3,true,M1,geometric_centre,0.0,true,1,contaminated_hit,,executed,false,false,true,approach-1786536001302-0021,-1.0,reconstructed_citrus_1,-0.400775,0.235141,0.493423,0.03189,0.703225,-0.380488,0.600586,-0.703225,0.380488,-0.600586,-0.13222,0.089836,0.722781,-0.226246,-0.865509,-0.106345,0.434048,1.982248,1.678042,1.658383,1.700258,0.602099,7.018994,8.128908,1,false,1.449166,0.945295,0.493098,0.428571,0.253968,0.20841,0.360154,0.171429,0.828571,8.3e-05,0.285828,0.751392,10.0,true,40132.0,40973.0,213.0,probe_L03R2,32,已复用 approach-1786536001302-0021 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-120051-215544_approach-1786536001302-0021_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-115926_g0032.zip
L04R1O1-20260812-120142,2026-08-12T12:03:19.855,superseded,2026-08-12T12:21:03.993,操作者要求覆盖共享地图区块并从 0/3 重采,4,1,1,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786536160684-0022,-1.0,reconstructed_citrus_1,-0.476421,0.112289,0.619132,0.033136,0.417064,-0.807574,0.416992,-0.417064,0.807574,-0.416992,-0.316629,-0.197121,0.778896,-0.56854,-0.620692,-0.186406,0.506712,3.36226,1.799843,1.658179,3.099897,1.424949,9.920294,10.852518,1,false,3.035363,2.23717,1.044091,0.285714,0.268908,0.149628,0.346525,0.4,0.6,-0.00241,0.540387,0.582523,10.0,true,39261.0,39990.0,228.0,probe_L04R1,33,已复用 approach-1786536160684-0022 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-120318-636977_approach-1786536160684-0022_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-120225_g0033.zip
L04R1O2-20260812-120321,2026-08-12T12:03:32.912,superseded,2026-08-12T12:21:03.993,操作者要求覆盖共享地图区块并从 0/3 重采,4,1,2,true,M3,straight_line,,true,1,contaminated_hit,,executed,false,false,true,approach-1786536169369-0023,-1.0,reconstructed_citrus_1,-0.476421,0.112289,0.619132,0.033136,0.995754,-0.024022,0.088867,-0.995754,0.024022,-0.088867,-0.094912,0.103086,0.65318,-0.041946,-0.736664,0.022107,0.674594,1.75682,2.599481,2.633365,1.965334,0.646262,8.955086,9.892898,1,false,1.382365,1.014632,0.465636,0.0,0.0,0.115496,,0.257143,0.742857,-0.00573,0.249979,0.778817,10.0,true,39261.0,39990.0,228.0,probe_L04R1,33,已复用 approach-1786536169369-0023 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-120332-095349_approach-1786536169369-0023_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-120225_g0033.zip
L04R1O3-20260812-120334,2026-08-12T12:03:50.160,superseded,2026-08-12T12:21:03.993,操作者要求覆盖共享地图区块并从 0/3 重采,4,1,3,true,M1,geometric_centre,0.0,true,2,clean_hit,,executed,false,false,true,approach-1786536178406-0024,-1.0,reconstructed_citrus_1,-0.476421,0.112289,0.619132,0.033136,0.167112,-0.930764,0.325195,-0.167112,0.930764,-0.325195,-0.412394,-0.24432,0.743726,-0.466513,-0.667055,-0.409684,0.411778,3.332342,2.175185,1.856666,3.001272,1.298082,10.365532,11.972729,2,true,3.052833,2.037988,1.148257,0.428571,0.478992,0.216041,0.346525,0.4,0.6,-0.002332,0.641475,0.526515,10.0,true,39261.0,39990.0,228.0,probe_L04R1,33,已复用 approach-1786536178406-0024 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-120347-614601_approach-1786536178406-0024_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-120225_g0033.zip
L05R1O1-20260812-120549,2026-08-12T12:07:21.412,superseded,2026-08-12T12:27:27.236,操作者要求覆盖共享地图区块并从 0/3 重采,5,1,1,false,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786536405217-0025,-1.0,reconstructed_citrus_1,-0.279731,0.380199,0.675062,0.045553,0.629565,-0.776844,-0.012695,-0.629565,0.776844,0.012695,-0.030704,0.072916,0.670041,-0.314567,-0.628251,-0.293742,0.648123,1.556796,4.099389,4.053763,1.500285,0.43011,11.210338,11.989754,1,false,0.96069,0.628172,0.319542,0.285714,0.369748,0.290108,0.402512,0.294118,0.705882,-0.000586,0.181012,0.834425,10.0,true,37023.0,37917.0,772.0,probe_L05R1,34,已复用 approach-1786536405217-0025 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-120718-546962_approach-1786536405217-0025_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-120631_g0034.zip
L02R1O1-20260812-121225,2026-08-12T12:14:03.916,active,,,2,1,1,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786536802063-0001,-1.0,reconstructed_citrus_1,-0.279401,0.381668,0.673448,0.045476,0.629565,-0.776844,-0.012695,-0.629565,0.776844,0.012695,-0.030423,0.074444,0.668427,-0.314514,-0.628278,-0.293797,0.648098,1.468194,4.232204,4.057972,1.599008,0.419194,11.357472,12.12281,1,false,0.951835,0.611035,0.315667,0.285714,0.436975,0.311645,0.415974,0.352941,0.647059,0.007245,0.180906,0.834513,10.0,true,36235.0,37071.0,719.0,probe_L02R1,35,已复用 approach-1786536802063-0001 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-121356-814108_approach-1786536802063-0001_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-121307_g0035.zip
L02R1O2-20260812-121405,2026-08-12T12:14:24.156,active,,,2,1,2,true,M1,geometric_centre,0.0,true,2,clean_hit,,executed,false,false,true,approach-1786536809660-0002,-1.0,reconstructed_citrus_1,-0.279401,0.381668,0.673448,0.045476,0.629565,-0.776844,-0.012695,-0.629565,0.776844,0.012695,-0.030423,0.074444,0.668427,-0.314514,-0.628278,-0.293797,0.648098,1.358388,4.099285,4.276855,1.379716,0.419175,11.114336,11.979914,1,false,0.951718,0.611005,0.315623,0.285714,0.436975,0.311645,0.415974,0.352941,0.647059,0.007245,0.180907,0.834513,10.0,true,36235.0,37071.0,719.0,probe_L02R1,35,已复用 approach-1786536809660-0002 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-121418-720474_approach-1786536809660-0002_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-121307_g0035.zip
L02R1O3-20260812-121425,2026-08-12T12:14:37.662,active,,,2,1,3,true,M3,straight_line,,true,2,clean_hit,,executed,false,false,true,approach-1786536816984-0003,-1.0,reconstructed_citrus_1,-0.279401,0.381668,0.673448,0.045476,0.781684,-0.623545,0.012695,-0.781684,0.623545,-0.012695,0.029737,0.13507,0.678469,-0.249501,-0.666406,-0.217739,0.668014,1.457316,2.099955,2.054782,1.499453,0.40638,7.111717,8.02173,1,false,0.796114,0.590916,0.28496,0.285714,0.268908,0.234354,,0.205882,0.794118,-0.000785,0.141353,0.868183,10.0,true,36235.0,37071.0,719.0,probe_L02R1,35,已复用 approach-1786536816984-0003 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-121435-114039_approach-1786536816984-0003_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-121307_g0035.zip
L02R2O1-20260812-121840,2026-08-12T12:20:21.242,active,,,2,2,1,true,M3,straight_line,,true,1,contaminated_hit,,executed,false,false,true,approach-1786537175600-0007,-1.0,reconstructed_citrus_1,-0.278865,0.38077,0.675286,0.045282,0.781684,-0.623545,0.012695,-0.781684,0.623545,-0.012695,0.030121,0.134294,0.680304,-0.249391,-0.666447,-0.217849,0.667978,1.356522,2.239496,2.147527,1.40933,0.402843,7.152959,8.093917,2,true,0.788011,0.585363,0.282497,0.428571,0.268908,0.23753,,0.117647,0.882353,0.000996,0.140393,0.869017,10.0,true,36395.0,37278.0,756.0,probe_L02R2,39,已复用 approach-1786537175600-0007 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-122015-014261_approach-1786537175600-0007_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-121921_g0039.zip
L02R2O2-20260812-122023,2026-08-12T12:20:37.523,active,,,2,2,2,true,M1,geometric_centre,0.0,true,2,clean_hit,,executed,false,false,true,approach-1786537183881-0008,-1.0,reconstructed_citrus_1,-0.278865,0.38077,0.675286,0.045282,0.629565,-0.776844,-0.012695,-0.629565,0.776844,0.012695,-0.030009,0.073697,0.670267,-0.314395,-0.628338,-0.29392,0.648042,1.356613,4.000511,4.156205,1.403308,0.422025,10.91672,12.097877,1,false,0.950726,0.61548,0.315579,0.428571,0.462185,0.336054,0.429608,0.264706,0.735294,0.005446,0.180077,0.835206,10.0,true,36395.0,37278.0,756.0,probe_L02R2,39,已复用 approach-1786537183881-0008 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-122036-651606_approach-1786537183881-0008_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-121921_g0039.zip
L02R2O3-20260812-122038,2026-08-12T12:20:54.159,active,,,2,2,3,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786537192243-0009,-1.0,reconstructed_citrus_1,-0.278865,0.38077,0.675286,0.045282,0.629565,-0.776844,-0.012695,-0.629565,0.776844,0.012695,-0.030009,0.073697,0.670267,-0.314395,-0.628338,-0.29392,0.648042,1.458974,4.000441,4.257221,1.499748,0.422034,11.216538,12.405173,2,true,0.950809,0.615494,0.315572,0.428571,0.462185,0.336054,0.429608,0.264706,0.735294,0.005446,0.180077,0.835206,10.0,true,36395.0,37278.0,756.0,probe_L02R2,39,已复用 approach-1786537192243-0009 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-122051-715056_approach-1786537192243-0009_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-121921_g0039.zip
L04R1O1-20260812-122122,2026-08-12T12:22:59.317,active,,,4,1,1,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786537338820-0010,-1.0,reconstructed_citrus_1,-0.401505,0.198104,0.657915,0.044662,0.531184,-0.759266,0.375977,-0.531184,0.759266,-0.375977,-0.191867,-0.101549,0.806299,-0.352128,-0.750996,-0.278465,0.48422,2.158888,1.800077,1.654017,2.100348,0.794882,7.713415,8.54954,1,false,2.330316,1.200864,0.914806,0.428571,0.285714,0.177482,0.426879,0.588235,0.411765,0.003491,0.396194,0.672876,10.0,true,34394.0,35063.0,721.0,probe_L04R1,40,已复用 approach-1786537338820-0010 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260812-122257-314028_approach-1786537338820-0010_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260812-122205_g0040.zip
